1.036767	1.007019	1	-10	5001	0	5001	1
0.884510	0.880847	-2	-7	5001	0	5001	2
1.192518	1.196389	-4	-21	5001	0	5001	3
0.851577	0.837068	-2	-11	5001	0	5001	4
0.829497	0.825605	-2	-11	5001	0	5001	5
0.867067	0.882454	-3	-10	5001	0	5001	6
1.020874	0.987442	2	-17	5001	0	5001	7
1.093792	1.192379	-8	-11	5001	0	5001	8
1.160674	1.226648	-9	-6	5001	0	5001	9
1.016361	0.939933	-3	2	5001	1	5001	2
1.155327	1.184206	-6	-11	5001	1	5001	3
0.955570	0.947823	-3	-2	5001	1	5001	4
1.092956	1.060451	-3	-1	5001	1	5001	5
1.093969	1.066713	-4	0	5001	1	5001	6
0.904835	0.845213	1	-8	5001	1	5001	7
1.340723	1.366335	-9	-1	5001	1	5001	8
1.289172	1.329890	-10	3	5001	1	5001	9
1.017041	0.963349	-3	-13	5001	2	5001	3
0.801603	0.701123	0	-4	5001	2	5001	4
0.888949	0.837128	-1	-3	5001	2	5001	5
0.862437	0.797247	-1	-2	5001	2	5001	6
1.148867	1.113704	3	-10	5001	2	5001	7
1.115144	1.168642	-6	-4	5001	2	5001	8
1.138011	1.162445	-7	1	5001	2	5001	9
0.961887	0.951562	3	9	5001	3	5001	4
1.040100	0.969002	2	10	5001	3	5001	5
0.960906	0.850028	1	11	5001	3	5001	6
1.225916	1.255565	7	3	5001	3	5001	7
1.022267	0.931023	-2	10	5001	3	5001	8
1.004281	0.962207	-3	14	5001	3	5001	9
0.703522	0.698755	0	1	5001	4	5001	5
0.713956	0.663740	-1	2	5001	4	5001	6
1.074968	1.100391	4	-6	5001	4	5001	7
1.068593	1.145636	-6	1	5001	4	5001	8
1.047742	1.133169	-7	5	5001	4	5001	9
0.641384	0.633482	-1	1	5001	5	5001	6
1.064156	1.057995	4	-6	5001	5	5001	7
0.980000	1.069327	-5	0	5001	5	5001	8
1.035296	1.095151	-6	4	5001	5	5001	9
1.057977	1.093882	5	-8	5001	6	5001	7
0.974151	1.032552	-4	-1	5001	6	5001	8
0.966959	0.993750	-5	3	5001	6	5001	9
1.278595	1.357205	-10	7	5001	7	5001	8
1.253356	1.332850	-11	11	5001	7	5001	9
0.807949	0.729663	-1	4	5001	8	5001	9
0.957673	0.836035	0	1	5002	0	5002	1
1.014713	0.995665	2	3	5002	0	5002	2
1.218298	1.259507	5	8	5002	0	5002	3
1.135411	1.165164	3	2	5002	0	5002	4
1.106849	1.113144	3	14	5002	0	5002	5
1.042724	0.929883	0	4	5002	0	5002	6
1.109233	0.993237	0	10	5002	0	5002	7
1.205096	1.231302	4	3	5002	0	5002	8
1.008662	0.926910	-1	3	5002	0	5002	9
0.860032	0.854787	1	2	5002	1	5002	2
1.086969	1.179899	5	7	5002	1	5002	3
1.033702	1.093827	3	2	5002	1	5002	4
1.024082	1.032553	3	13	5002	1	5002	5
0.796146	0.744482	0	3	5002	1	5002	6
0.875563	0.776221	0	9	5002	1	5002	7
1.064937	1.120286	4	2	5002	1	5002	8
0.843797	0.799454	-1	2	5002	1	5002	9
1.031774	1.073719	3	5	5002	2	5002	3
0.858125	0.887390	1	0	5002	2	5002	4
0.843725	0.753203	1	11	5002	2	5002	5
0.790440	0.803024	-2	1	5002	2	5002	6
0.996136	0.931796	-1	6	5002	2	5002	7
0.912781	0.932818	2	0	5002	2	5002	8
0.857312	0.917372	-3	0	5002	2	5002	9
0.933935	0.850422	-1	-5	5002	3	5002	4
0.970065	0.948992	-2	6	5002	3	5002	5
1.070152	1.192982	-5	-4	5002	3	5002	6
1.096835	1.197828	-5	2	5002	3	5002	7
0.863013	0.810640	-1	-4	5002	3	5002	8
1.149920	1.247149	-7	-4	5002	3	5002	9
0.949631	0.866462	0	11	5002	4	5002	5
1.021918	1.079508	-3	1	5002	4	5002	6
1.136928	1.103842	-3	7	5002	4	5002	7
0.803312	0.779034	1	0	5002	4	5002	8
